EDIZIONE,ID,REGIONE,TIPO.ORG,IMP.SOC,ONLUS,TEM.ATT,COL.T.PI,COL.T.PA,VOL.ECO,ARCHIVIS,AGRICOLT,ANTROPOL,APP.SOFT,ARCHEOLO,ARCHITET,ARTIPLAS,BENI.CUL,BIBLIOTE,CIBO,CINEMA,COMMERCI,COMMUNIT,CONCORSO,COWORKIN,CROWDFUN,DANZA,DESIGN,DIDATTIC,EDITORIA,ENOGASTR,EVENTI,FABBING,FESTIVAL,FILOSOFI,FORMAZIO,FOTOGRAF,FUNDRAIS,INFANZIA,INTEG.SO,LETTERAT,LINGUE.S,MODA,MUSICA,MUSEI,OPENDATA,PEDAGOGI,PERF.ART,PITTURA,PSICOLOG,RADIO,RESTAURO,RIV.CART,RIV.ONLI,SOCIALNE,SOCIOLOG,SPAZI.SP,SPAZI.ES,SPORT,TEATRO,VIDEO,WEB,TURISMO,ALTRO
cheFare 1 (2012),41,Sicilia,Associazione,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Assente,Assente,Assente,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Non applicabile,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Non applicabile,Non applicabile,Assente,Assente,Assente,Assente,Assente,Non applicabile,Assente,Assente,Assente,Assente,Assente,Non applicabile,Non applicabile,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Presente,Non applicabile
cheFare 1 (2012),42,Veneto,Associazione sportiva,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Assente,Assente,Assente,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Non applicabile,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Non applicabile,Non applicabile,Assente,Assente,Assente,Assente,Assente,Non applicabile,Assente,Assente,Assente,Assente,Assente,Non applicabile,Non applicabile,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Non applicabile
cheFare 1 (2012),43,Veneto,Associazione culturale,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Assente,Assente,Assente,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Non applicabile,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Non applicabile,Non applicabile,Assente,Assente,Assente,Assente,Assente,Non applicabile,Assente,Assente,Assente,Assente,Assente,Non applicabile,Non applicabile,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Presente,Presente,Non applicabile
cheFare 1 (2012),44,Marche,società cooperativa a r.l.,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Assente,Assente,Assente,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Non applicabile,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Non applicabile,Non applicabile,Assente,Assente,Assente,Assente,Assente,Non applicabile,Assente,Assente,Assente,Assente,Assente,Non applicabile,Non applicabile,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Presente,Non applicabile
cheFare 1 (2012),45,Sicilia,Associazione culturale,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Assente,Assente,Assente,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Non applicabile,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Non applicabile,Non applicabile,Assente,Assente,Assente,Assente,Presente,Non applicabile,Assente,Assente,Assente,Assente,Assente,Non applicabile,Non applicabile,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Non applicabile
cheFare 1 (2012),46,Campania,Associazione culturale,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Assente,Assente,Assente,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Non applicabile,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Non applicabile,Non applicabile,Assente,Assente,Assente,Assente,Assente,Non applicabile,Assente,Assente,Assente,Assente,Assente,Non applicabile,Non applicabile,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Non applicabile
cheFare 1 (2012),47,Campania,Associazione di Promozione Sociale/Consorzio di cooperative sociali,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Assente,Assente,Assente,Non applicabile,Non applicabile,Non applicabile,Presente,Assente,Non applicabile,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Non applicabile,Non applicabile,Assente,Assente,Assente,Assente,Assente,Non applicabile,Assente,Presente,Assente,Assente,Assente,Non applicabile,Non applicabile,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Non applicabile
cheFare 1 (2012),48,Abruzzo e Molise,Associazione di Promozione Sociale/Consorzio di cooperative sociali,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Presente,Assente,Assente,Assente,Assente,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Non applicabile,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Non applicabile,Non applicabile,Assente,Assente,Assente,Assente,Assente,Non applicabile,Assente,Assente,Assente,Assente,Assente,Non applicabile,Non applicabile,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Non applicabile
cheFare 1 (2012),49,Campania,Associazione culturale,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Assente,Assente,Assente,Non applicabile,Non applicabile,Non applicabile,Presente,Presente,Non applicabile,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Non applicabile,Non applicabile,Assente,Assente,Assente,Assente,Assente,Non applicabile,Assente,Assente,Assente,Assente,Assente,Non applicabile,Non applicabile,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Non applicabile
cheFare 1 (2012),50,Campania,S.r.l.,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Assente,Assente,Assente,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Non applicabile,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Non applicabile,Non applicabile,Assente,Assente,Assente,Assente,Assente,Non applicabile,Assente,Assente,Assente,Assente,Assente,Non applicabile,Non applicabile,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Non applicabile
cheFare 1 (2012),51,Lazio,Associazione culturale,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Assente,Assente,Assente,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Non applicabile,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Non applicabile,Non applicabile,Assente,Assente,Assente,Assente,Assente,Non applicabile,Assente,Assente,Assente,Assente,Assente,Non applicabile,Non applicabile,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Non applicabile
cheFare 1 (2012),52,Emilia Romagna,Associazione,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Assente,Assente,Presente,Non applicabile,Non applicabile,Non applicabile,Assente,Presente,Non applicabile,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Non applicabile,Non applicabile,Assente,Assente,Assente,Assente,Assente,Non applicabile,Assente,Assente,Assente,Assente,Assente,Non applicabile,Non applicabile,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Non applicabile
cheFare 1 (2012),53,Lombardia,Associazione culturale,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Assente,Assente,Assente,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Non applicabile,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Non applicabile,Non applicabile,Assente,Assente,Assente,Assente,Assente,Non applicabile,Assente,Assente,Assente,Assente,Assente,Non applicabile,Non applicabile,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Non applicabile
cheFare 1 (2012),54,Sicilia,Altro tipo di organizzazione,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Assente,Assente,Assente,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Non applicabile,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Non applicabile,Non applicabile,Assente,Assente,Assente,Assente,Assente,Non applicabile,Assente,Assente,Assente,Assente,Assente,Non applicabile,Non applicabile,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Non applicabile
cheFare 1 (2012),55,Lombardia,Associazione culturale,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Presente,Assente,Assente,Assente,Assente,Presente,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Non applicabile,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Non applicabile,Non applicabile,Assente,Assente,Assente,Assente,Assente,Non applicabile,Assente,Assente,Assente,Assente,Assente,Non applicabile,Non applicabile,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Non applicabile
cheFare 1 (2012),56,Piemonte e Valle d'Aosta,S.r.l.,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Presente,Assente,Assente,Assente,Non applicabile,Non applicabile,Non applicabile,Presente,Assente,Non applicabile,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Non applicabile,Non applicabile,Assente,Assente,Assente,Assente,Assente,Non applicabile,Presente,Assente,Assente,Assente,Assente,Non applicabile,Non applicabile,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Non applicabile
cheFare 1 (2012),57,Toscana,Associazione culturale,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Assente,Assente,Assente,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Non applicabile,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Presente,Non applicabile,Non applicabile,Assente,Assente,Assente,Assente,Assente,Non applicabile,Assente,Assente,Assente,Assente,Assente,Non applicabile,Non applicabile,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Non applicabile
cheFare 1 (2012),58,Non rilevabile,Associazione culturale,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Assente,Assente,Assente,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Non applicabile,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Non applicabile,Non applicabile,Assente,Assente,Presente,Assente,Assente,Non applicabile,Presente,Assente,Assente,Presente,Assente,Non applicabile,Non applicabile,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Non applicabile
cheFare 1 (2012),59,Lombardia,Associazione culturale,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Assente,Assente,Assente,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Non applicabile,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Non applicabile,Non applicabile,Assente,Assente,Assente,Assente,Assente,Non applicabile,Assente,Assente,Assente,Assente,Assente,Non applicabile,Non applicabile,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Non applicabile
cheFare 1 (2012),60,Puglia,Comitato,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Assente,Assente,Assente,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Non applicabile,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Presente,Non applicabile,Non applicabile,Assente,Assente,Assente,Assente,Assente,Non applicabile,Assente,Assente,Assente,Assente,Assente,Non applicabile,Non applicabile,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Non applicabile
cheFare 1 (2012),61,Lombardia,S.r.l.,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Assente,Assente,Presente,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Non applicabile,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Non applicabile,Non applicabile,Assente,Assente,Assente,Assente,Assente,Non applicabile,Assente,Assente,Assente,Assente,Assente,Non applicabile,Non applicabile,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Non applicabile
cheFare 1 (2012),62,Lombardia,Associazione di Promozione Sociale/Consorzio di cooperative sociali,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Assente,Assente,Assente,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Non applicabile,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Non applicabile,Non applicabile,Assente,Assente,Assente,Assente,Assente,Non applicabile,Assente,Assente,Assente,Assente,Presente,Non applicabile,Non applicabile,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Non applicabile
cheFare 1 (2012),63,Lazio,Associazione,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Assente,Assente,Assente,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Non applicabile,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Non applicabile,Non applicabile,Assente,Assente,Assente,Assente,Assente,Non applicabile,Assente,Assente,Assente,Assente,Assente,Non applicabile,Non applicabile,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Non applicabile
cheFare 1 (2012),64,Umbria,Associazione culturale,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Assente,Assente,Assente,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Non applicabile,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Non applicabile,Non applicabile,Assente,Assente,Presente,Assente,Assente,Non applicabile,Assente,Assente,Assente,Assente,Assente,Non applicabile,Non applicabile,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Non applicabile
cheFare 1 (2012),65,Puglia,Associazione di Promozione Sociale/Consorzio di cooperative sociali,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Assente,Assente,Assente,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Non applicabile,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Non applicabile,Non applicabile,Assente,Assente,Assente,Assente,Assente,Non applicabile,Presente,Assente,Assente,Assente,Assente,Non applicabile,Non applicabile,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Non applicabile
cheFare 1 (2012),66,Lombardia,Associazione,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Assente,Assente,Assente,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Non applicabile,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Non applicabile,Non applicabile,Assente,Assente,Assente,Assente,Assente,Non applicabile,Assente,Assente,Assente,Assente,Assente,Non applicabile,Non applicabile,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Non applicabile
cheFare 1 (2012),67,Lazio,S.r.l.,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Assente,Assente,Assente,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Non applicabile,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Non applicabile,Non applicabile,Assente,Assente,Assente,Assente,Assente,Non applicabile,Assente,Assente,Assente,Assente,Assente,Non applicabile,Non applicabile,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Non applicabile
