ID,BANDO,PROV,DATA.CRE,FORMA.GIU,ART.B.CU,FILANTRO,INN.CULT,POL.SOC,RIC.ISTR,APP.SOFT,ARCH.BIB,ARCHITET,ARTI.VIS,ARTIGIAN,AUDIOVIS,COMMUNIT,CONCORSO,DESIGN,DID.FORM,EDITORIA,ENOGASTR,EVENTI,FESTIVAL,INT.SOC,PATRIMON,SOC.NET,SPAZI,SPETTAC,SPORT,TURISMO,WEB,ALTRO,AREA.TER,RIL.TER,TARGET,T.GIOVAN,T.ADULTI,T.ANZIAN,T.SETT,T.DONNE,T.MIGRAN,T.DV.AB,T.ALTRO,FIN.PREC,FIN.PR.E,E.RICAVI,E.C.AMM,E.C.PRIV,E.COFIN,E.SPAOLO,E.ALTRO,U.HR,U.SERVIZ,U.BENI,U.ALTRO,E.U.TOT
59,Open 2015,Altra provincia piemontese,Prima del 2000,Associazione,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Regionale o interregionale,Regionale o interregionale,Specifico,Assente,Assente,Assente,Presente,Assente,Assente,Assente, ,No, ,11.8,3.6,1.8,12.7,70,0,38.2,41.3,15.1,5.5,€ 50.000-59.999
60,Open 2015,Cuneo,2015 e oltre,Ente locale,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Presente, ,Locale (comunale o provinciale),Internazionale,Generico, , , , , , , , ,No, ,0,7.8,7.8,5.9,78.4,0,3.9,93.4,0,2.7,€ 20.000-29.999
61,Open 2015,Alessandria,2000-2004,Ente locale,Assente,Assente,Presente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Locale (comunale o provinciale),Locale (comunale o provinciale),Specifico,Presente,Assente,Assente,Assente,Assente,Assente,Assente, ,No, ,3.8,0,3.8,0,76.9,15.4,11.5,80.8,0,7.7,€ 50.000-59.999
62,Open 2015,Torino,2010-2014,Altro,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Presente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Locale (comunale o provinciale),Locale (comunale o provinciale),Entrambi,Assente,Assente,Assente,Assente,Assente,Presente,Assente, ,Sì,Fino a € 20.000,0,1.9,1,12,85.1,0,52,34.5,5.9,7.6,€ 70.000 e oltre
63,Open 2015,Torino,2000-2004,Associazione,Presente,Assente,Presente,Presente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente, ,Locale (comunale o provinciale),Internazionale,Generico, , , , , , , , ,Sì,€ 20.000-29.999,3.4,17.1,19.7,34.2,25.6,0,68.4,25.6,3.4,2.6,€ 50.000-59.999
64,Open 2015,Alessandria,Prima del 2000,Ente locale,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente, ,Regionale o interregionale,Internazionale,Generico, , , , , , , , ,No, ,0,14.3,35.7,14.3,35.7,0,31.4,54.3,14.3,0,€ 70.000 e oltre
65,Open 2015,Cuneo,2015 e oltre,Associazione,Presente,Assente,Presente,Assente,Assente,Presente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Presente,Assente, ,Locale (comunale o provinciale),Regionale o interregionale,Generico, , , , , , , , ,No, ,0,8.3,15.5,2.4,71.4,2.4,31,23.8,45.2,0,€ 40.000-49.999
66,Open 2015,Torino,2000-2004,Associazione,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente, ,Locale (comunale o provinciale),Nazionale,Generico, , , , , , , , ,No, ,38.1,14.3,0,0,47.6,0,28.6,9.5,9.5,52.4,€ 20.000-29.999
67,Open 2015,Torino,2015 e oltre,Associazione,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente, ,Locale (comunale o provinciale),Locale (comunale o provinciale),Generico, , , , , , , , ,No, ,10.8,0,0,0,89.2,0,38.9,40.6,17.3,3.2,€ 20.000-29.999
68,Open 2015,Alessandria,2000-2004,Associazione,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente, ,Locale (comunale o provinciale),Locale (comunale o provinciale),Generico, , , , , , , , ,No, ,0,0,0,51.1,48.9,0,54.4,18.1,27.4,0,€ 40.000-49.999
69,Open 2015,Torino,2010-2014,Associazione,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente, ,Locale (comunale o provinciale),Locale (comunale o provinciale),Generico, , , , , , , , ,No, ,0,0,18,2,80,0,22.9,60.5,16.6,0,€ 40.000-49.999
70,Open 2015,Alessandria,2000-2004,Ente locale,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Locale (comunale o provinciale),Regionale o interregionale,Specifico,Presente,Assente,Assente,Assente,Assente,Assente,Assente, ,No, ,0,0,0,0,80,20,96,0,4,0,€ 50.000-59.999
71,Open 2015,Torino,2015 e oltre,Associazione,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Locale (comunale o provinciale),Internazionale,Specifico,Assente,Assente,Presente,Assente,Assente,Assente,Assente, ,No, ,0,39.1,0,2.8,58.1,0,55.5,41.7,2.8,0,€ 40.000-49.999
72,Open 2015,Altra provincia ligure,Prima del 2000,Altro,Presente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Presente,Assente,Assente,Presente,Assente,Regionale o interregionale,Nazionale,Specifico,Presente,Assente,Assente,Assente,Assente,Assente,Assente, ,No, ,8.2,49.9,13.3,0,28.6,0,52.7,34.9,0,12.4,€ 70.000 e oltre
73,Open 2015,Torino,2015 e oltre,Altro,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente, ,Nazionale,Internazionale,Generico, , , , , , , , ,No, ,19.5,9.7,6.4,0,64.4,0,50.2,42,7.8,0,€ 50.000-59.999
74,Open 2015,Torino,2015 e oltre,Associazione,Presente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Nazionale,Internazionale,Entrambi,Assente,Assente,Assente,Assente,Assente,Assente,Presente, ,No, ,47.6,0,0,4.8,47.6,0,28.6,33.3,25.4,12.7,€ 30.000-39.999
75,Open 2015,Torino,2005-2009,Associazione,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Nazionale,Nazionale,Specifico,Assente,Assente,Assente,Assente,Assente,Assente,Presente, ,No, ,0,3.2,32.3,10.8,53.8,0,93.5,0,6.5,0,€ 40.000-49.999
76,Open 2015,Novara,2015 e oltre,Fondazione,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Presente,Assente,Assente,Assente, ,Locale (comunale o provinciale),Nazionale,Generico, , , , , , , , ,No, ,3.4,17.2,6.9,3.4,69,0,15.5,24.1,58.6,1.7,€ 70.000 e oltre
77,Open 2015,Torino,2015 e oltre,Associazione,Presente,Assente,Presente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Presente,Assente,Assente,Assente,Assente,Presente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Locale (comunale o provinciale),Locale (comunale o provinciale),Specifico,Presente,Assente,Assente,Assente,Assente,Assente,Assente, ,No, ,0,0,17.8,4.5,74.7,3,65.2,34.8,0,0,€ 70.000 e oltre
78,Open 2015,Torino,2010-2014,Associazione,Presente,Assente,Presente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente, ,Locale (comunale o provinciale),Locale (comunale o provinciale),Generico, , , , , , , , ,No, ,0,23.5,9,12,54.4,1,61.9,10.9,0,27.1,€ 20.000-29.999
79,Open 2015,Torino,2015 e oltre,Associazione,Assente,Assente,Presente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente, ,Locale (comunale o provinciale),Locale (comunale o provinciale),Generico, , , , , , , , ,No, ,0,0,0,0,100,0,42.1,46.9,11,0,€ 70.000 e oltre
80,Open 2015,Altra provincia ligure,2015 e oltre,Associazione,Presente,Assente,Presente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Locale (comunale o provinciale),Nazionale,Specifico,Assente,Presente,Presente,Assente,Assente,Assente,Assente, ,No, ,0,10.6,36.3,0,53.1,0,46.9,38.9,14.2,0,€ 70.000 e oltre
81,Open 2015,Torino,2005-2009,Associazione,Assente,Assente,Presente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente, ,Internazionale,Internazionale,Generico, , , , , , , , ,No, ,16.7,0,37.5,4.2,37.5,4.2,20,77.5,2.5,0,€ 70.000 e oltre
82,Open 2015,Torino,2010-2014,Cooperativa,Assente,Assente,Presente,Assente,Assente,Presente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Locale (comunale o provinciale),Locale (comunale o provinciale),Specifico,Presente,Assente,Assente,Assente,Assente,Assente,Assente, ,No, ,0,0,0,9.1,90.9,0,34.8,64.4,.8,0,€ 60.000-69.999
83,Open 2015,Torino,2010-2014,Associazione,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente, ,Locale (comunale o provinciale),Internazionale,Generico, , , , , , , , ,No, ,0,9.7,38.7,3.2,48.4,0,58.1,16.1,19.4,6.5,€ 30.000-39.999
84,Open 2015,Torino,2010-2014,Associazione,Assente,Assente,Presente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Presente,Assente,Assente,Presente, ,Locale (comunale o provinciale),Nazionale,Generico, , , , , , , , ,No, ,0,0,47.6,.3,44.6,7.4,17.9,74.7,4.5,3,€ 60.000-69.999
85,Open 2015,Torino,2015 e oltre,Associazione,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente, ,Locale (comunale o provinciale),Internazionale,Generico, , , , , , , , ,No, ,5,7.3,47.3,0,36.6,3.7,15.4,82.7,1.9,0,€ 60.000-69.999
86,Open 2015,Torino,2000-2004,Cooperativa,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Internazionale,Internazionale,Specifico,Presente,Assente,Assente,Assente,Assente,Assente,Assente, ,No, ,0,0,4.2,12.5,83.3,0,11.7,66.7,21.7,0,€ 60.000-69.999
87,Open 2015,Torino,2015 e oltre,Cooperativa,Presente,Presente,Presente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Regionale o interregionale,Regionale o interregionale,Specifico,Presente,Assente,Assente,Assente,Assente,Assente,Assente, ,No, ,0,0,7.1,28.6,64.3,0,42.9,42.9,14.3,0,Fino a € 20.000
88,Open 2015,Torino,2015 e oltre,Altro,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Regionale o interregionale,Regionale o interregionale,Specifico,Presente,Assente,Assente,Assente,Assente,Assente,Assente, ,No, ,2.1,0,0,7.5,90.4,0,27.4,68.3,.5,3.8,€ 70.000 e oltre
89,Open 2015,Alessandria,Prima del 2000,Ente locale,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Presente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Locale (comunale o provinciale),Locale (comunale o provinciale),Entrambi,Assente,Assente,Assente,Assente,Presente,Assente,Assente, ,No, ,0,0,16.8,0,83.2,0,33.6,41.2,25.2,0,Fino a € 20.000
90,Open 2015,Cuneo,2005-2009,Altro,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente, ,Regionale o interregionale,Regionale o interregionale,Generico, , , , , , , , ,No, ,0,0,0,10.6,89.4,0,25.5,74.5,0,0,€ 40.000-49.999
91,Open 2015,Novara,2010-2014,Associazione,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Locale (comunale o provinciale),Locale (comunale o provinciale),Specifico,Presente,Assente,Assente,Assente,Assente,Assente,Assente, ,No, ,0,11.5,36.4,21.8,30.3,0,46.1,38.8,15.2,0,€ 70.000 e oltre
92,Open 2015,Altra provincia italiana,2015 e oltre,Associazione,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Presente,Regionale o interregionale,Regionale o interregionale,Specifico,Assente,Assente,Assente,Presente,Assente,Assente,Assente, ,No, ,0,0,0,40,60,0,70,30,0,0,€ 50.000-59.999
93,Open 2015,Cuneo,2015 e oltre,Associazione,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Presente,Assente,Assente,Presente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente, ,Locale (comunale o provinciale),Locale (comunale o provinciale),Generico, , , , , , , , ,No, ,0,26.5,5.9,2.9,64.7,0,17.6,45.9,26.5,10,Fino a € 20.000
94,Open 2015,Torino,2015 e oltre,Associazione,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente, ,Locale (comunale o provinciale),Regionale o interregionale,Generico, , , , , , , , ,No, ,0,0,4.7,25.2,70.1,0,43.2,54,2.8,0,€ 40.000-49.999
95,Open 2015,Altra provincia italiana,2000-2004,Associazione,Assente,Assente,Presente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Regionale o interregionale,Regionale o interregionale,Specifico,Assente,Assente,Assente,Presente,Assente,Assente,Assente, ,No, ,0,0,8.1,11.4,80.5,0,70.9,24.3,4.8,0,€ 60.000-69.999
96,Open 2015,Genova,2015 e oltre,Cooperativa,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente, ,Locale (comunale o provinciale),Nazionale,Generico, , , , , , , , ,No, ,28.1,7,0,12.7,52.2,0,53.2,46.8,0,0,€ 70.000 e oltre
97,Open 2015,Novara,2015 e oltre,Ente locale,Assente,Assente,Presente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Presente,Presente, ,Locale (comunale o provinciale),Locale (comunale o provinciale),Generico, , , , , , , , ,No, ,0,8,0,12,80,0,0,66,33.2,.8,€ 70.000 e oltre
98,Open 2015,Torino,Prima del 2000,Associazione,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Presente, ,Locale (comunale o provinciale),Locale (comunale o provinciale),Generico, , , , , , , , ,No, ,0,0,0,0,90,10,0,68,32,0,€ 70.000 e oltre
99,Open 2015,Torino,2000-2004,Associazione,Presente,Assente,Presente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente, ,Locale (comunale o provinciale),Nazionale,Generico, , , , , , , , ,No, ,0,44.6,26.2,6,22.5,.7,27.7,70.1,0,2.2,€ 60.000-69.999
100,Open 2015,Torino,2015 e oltre,Associazione,Assente,Assente,Presente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente, ,Locale (comunale o provinciale),Locale (comunale o provinciale),Generico, , , , , , , , ,Sì,€ 30.000-39.999,0,10.8,13.2,0,76,0,38.4,47.2,14.4,0,€ 70.000 e oltre
101,Open 2015,Altra provincia italiana,2015 e oltre,Associazione,Presente,Presente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente, ,Locale (comunale o provinciale),Locale (comunale o provinciale),Generico, , , , , , , , ,No, ,6.2,0,0,0,87.5,6.2,53.1,31.2,9.4,6.2,€ 30.000-39.999
102,Open 2015,Torino,2010-2014,Associazione,Assente,Assente,Presente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Locale (comunale o provinciale),Locale (comunale o provinciale),Specifico,Assente,Assente,Assente,Assente,Assente,Assente,Assente, ,No, ,0,9.8,22,0,68.3,0,24.8,60.6,14.6,0,€ 20.000-29.999
103,Open 2015,Novara,2010-2014,Altro,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente, ,Locale (comunale o provinciale),Regionale o interregionale,Generico, , , , , , , , ,No, ,0,8.8,23.5,0,67.6,0,52.9,44.1,2.9,0,€ 30.000-39.999
104,Open 2015,Torino,Prima del 2000,Associazione,Assente,Assente,Presente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente, ,Locale (comunale o provinciale),Nazionale,Generico, , , , , , , , ,No, ,0,3.9,0,4.1,92,0,52.3,42,5.7,0,€ 60.000-69.999
105,Open 2015,Torino,Prima del 2000,Associazione,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Regionale o interregionale,Regionale o interregionale,Specifico,Assente,Assente,Assente,Presente,Assente,Assente,Assente, ,Sì,Fino a € 20.000,0,31.2,31.2,6.2,31.2,0,29.5,70.5,0,0,€ 30.000-39.999
